,0
/en/library/transcripts/721128bghyd/,"[['[Bg. 2.24]', '[Bg. 15.7]', '[Bg. 8.20]', '[Bg. 8.19]', '[Bg. 7.4]', '[Bg. 18.61]', '[Bg. 7.19]', '[Bg. 14.4]', '[Bg. 18.66]', '[Bg. 7.19]', '[Bg. 6.47]', '[Bg. 14.26]', '[Bg. 18.54]', '[Bg. 7.19]', '[Bg. 15.6]', '[Bg. 7.14]', '[Bg. 9.26]', '[Bg. 8.19]', '[Bg. 18.66]', '[Bg. 2.47]', '[Bg. 9.27]', '[Bg. 4.34]', '[SB 7.5.31]', '[SB 7.5.31]', '[SB 7.5.31]', '[SB 5.5.8]', '[SB 6.1.13]', '[SB 12.3.52]']]"
/en/library/transcripts/721129lehyd/,"[['[Bg. 3.21]', '[Bg. 18.61]', '[Bg. 7.26]', '[Bg. 13.3]', '[Bg. 10.8]', '[Bg. 13.9]', '[Bg. 2.13]', '[Bg. 2.20]', '[Bg. 15.15]', '[Bg. 13.9]', '[Bg. 1.1]', '[Bg. 18.66]', '[Bg. 15.7]', '[Bg. 4.13]', '[SB 1.2.11]', '[SB 12.13.1]', '[SB 1.3.28]', '[SB 1.1.1]', '[SB 7.5.30]', '[SB 2.10.6]']]"
/en/library/transcripts/721129bghyd/,"[['[Bg. 2.25]', '[Bg. 18.61]', '[Bg. 15.6]', '[Bg. 8.19]', '[Bg. 8.19]', '[Bg. 7.14]', '[Bg. 18.66]', '[Bg. 15.7]', '[Bg. 3.27]', '[Bg. 3.27]', '[Bg. 14.4]', '[Bg. 13.22]', '[Bg. 2.20]', '[Bg. 7.4]', '[Bg. 18.55]', '[Bg. 9.31]', '[SB 1.1.1]', '[SB 1.1.1]', '[SB 1.7.4]', '[SB 10.2.32]', '[SB 2.10.6]', '[SB 7.5.31]', '[SB 10.84.13]']]"
/en/library/transcripts/721130bghyd/,"[['[Bg. 2.26]', '[Bg. 2.27]', '[Bg. 2.28]', '[Bg. 2.29]', '[Bg. 2.13]', '[Bg. 4.2]', '[Bg. 4.1]', '[Bg. 2.7]', '[Bg. 18.65]', '[Bg. 10.12]', '[Bg. 9.11]', '[Bg. 18.61]', '[Bg. 10.42]', '[Bg. 2.13]', '[Bg. 10.8]', '[Bg. 10.2]', '[Bg. 14.4]', '[Bg. 18.61]', '[Bg. 8.15]', '[Bg. 18.42]', '[Bg. 14.26]', '[Bg. 14.18]', '[Bg. 8.16]', '[Bg. 4.9]', '[Bg. 14.26]', '[Bg. 9.4]', '[SB 1.1.1]', '[SB 11.3.21]', '[SB 1.2.11]', '[SB 3.25.25]', '[SB 1.2.11]', '[SB 1.5.20]']]"
/en/library/transcripts/721206bgahm/,"[['[Bg. 2.1]', '[Bg. 1.21]', '[Bg. 4.9]', '[Bg. 8.20]', '[Bg. 7.27]', '[Bg. 1.21]', '[Bg. 1.1]', '[Bg. 1.1]', '[Bg. 1.1]', '[Bg. 7.15]', '[SB 1.2.6]', '[SB 10.84.13]', '[SB 10.84.13]', '[SB 10.84.13]', '[SB 5.18.12]', '[SB 1.1.2]', '[SB 1.1.2]']]"
/en/library/transcripts/721207bgahm/,"[['[Bg. 2.1]', '[Bg. 2.1]', '[Bg. 2.1]', '[Bg. 4.8]', '[Bg. 9.30]', '[Bg. 10.12]', '[Bg. 7.7]', '[Bg. 10.8]', '[Bg. 10.2]', '[Bg. 7.15]', '[Bg. 6.47]', '[Bg. 18.46]', '[Bg. 18.63]', '[Bg. 18.73]', '[Bg. 4.3]', '[Bg. 18.46]', '[Bg. 4.13]', '[Bg. 18.46]', '[Bg. 18.48]', '[SB 5.5.8]', '[SB 5.5.8]', '[SB 1.3.28]', '[SB 1.3.28]']]"
/en/library/transcripts/721208adahm/,"[['[Bg. 4.7]', '[Bg. 18.66]', '[Bg. 18.66]', '[Bg. 7.8]', '[Bg. 7.8]', '[Bg. 4.13]', '[Bg. 7.7]', '[Bg. 18.42]', '[Bg. 8.20]', '[SB 12.2.1]', '[SB 6.3.19]', '[SB 1.2.6]', '[SB 1.1.2]', '[SB 1.2.6]', '[SB 1.1.10]', '[SB 12.3.51]', '[SB 11.5.32]', '[SB 12.3.51]']]"
/en/library/transcripts/721208leahm/,"[['[Bg. 4.1]', '[Bg. 4.2]', '[Bg. 4.2]', '[Bg. 4.2]', '[Bg. 1.1]', '[Bg. 4.3]', '[Bg. 7.19]', '[Bg. 7.19]', '[Bg. 7.26]', '[Bg. 7.4]', '[Bg. 7.5]', '[Bg. 10.12]', '[Bg. 5.29]', '[Bg. 15.7]', '[Bg. 10.2]', '[Bg. 10.8]', '[Bg. 2.13]', '[Bg. 4.9]', '[Bg. 7.4]', '[Bg. 9.30]', '[Bg. 7.19]', '[Bg. 7.3]', '[Bg. 14.4]', '[Bg. 7.19]', '[SB 6.3.20]', '[SB 1.3.28]', '[SB 1.1.1]', '[SB 2.10.6]', '[SB 4.31.14]', '[SB 1.1.1]', '[SB 1.3.28]']]"
/en/library/transcripts/721209bgahm/,"[['[Bg. 18.67]', '[Bg. 18.42]', '[Bg. 18.44]', '[Bg. 15.15]', '[Bg. 15.15]', '[Bg. 4.3]', '[Bg. 18.73]', '[Bg. 7.19]', '[Bg. 18.66]', '[Bg. 18.68]', '[Bg. 18.69]', '[Bg. 10.8]', '[Bg. 14.4]', '[SB 7.11.35]', '[SB 7.11.35]', '[SB 1.1.1]', '[SB 5.5.1]', '[SB 7.9.43]']]"
/en/library/transcripts/721210bgahm/,"[['[Bg. 18.67]', '[Bg. 18.66]', '[Bg. 7.14]', '[Bg. 8.16]', '[Bg. 8.17]', '[Bg. 13.9]', '[Bg. 15.6]', '[Bg. 9.25]', '[Bg. 4.11]', '[Bg. 4.11]', '[Bg. 9.25]', '[Bg. 15.6]', '[Bg. 18.66]', '[Bg. 2.13]', '[Bg. 9.25]', '[Bg. 3.27]', '[Bg. 4.9]', '[Bg. 7.7]', '[Bg. 10.12]', '[Bg. 4.2]', '[Bg. 18.54]', '[Bg. 5.18]', '[Bg. 18.54]', '[Bg. 18.55]', '[Bg. 4.9]', '[Bg. 7.3]', '[Bg. 4.34]', '[Bg. 18.55]', '[Bg. 18.66]', '[Bg. 18.68]', '[Bg. 18.54]', '[Bg. 7.28]', '[Bg. 7.19]', '[Bg. 2.45]', '[Bg. 14.26]', '[Bg. 15.15]', '[Bg. 10.10]', '[Bg. 18.61]', '[Bg. 2.60]', '[Bg. 18.55]', '[Bg. 18.66]', '[Bg. 4.1]', '[Bg. 4.2]', '[Bg. 4.34]', '[SB 3.31.1]', '[SB 3.31.1]', '[SB 1.2.17]', '[SB 10.14.3]']]"
/en/library/transcripts/721210leahm/,[[]]
/en/library/transcripts/721210r1ahm/,[[]]
/en/library/transcripts/721211bgahm/,"[['[Bg. 2.2]', '[Bg. 4.13]', '[Bg. 2.2]', '[Bg. 2.3]', '[Bg. 4.2]', '[Bg. 4.1]', '[Bg. 4.2]', '[Bg. 2.3]', '[Bg. 2.4]', '[Bg. 2.4]', '[Bg. 2.5]', '[Bg. 2.5]', '[Bg. 4.13]', '[Bg. 14.26]', '[Bg. 14.26]', '[Bg. 5.18]', '[Bg. 18.54]', '[Bg. 4.13]', '[Bg. 18.44]', '[Bg. 2.5]', '[Bg. 2.6]', '[Bg. 14.4]', '[SB 6.3.19]', '[SB 1.17.38]', '[SB 1.17.38]', '[SB 6.3.20]']]"
/en/library/transcripts/721212bgahm/,"[['[Bg. 6.47]', '[Bg. 6.46]', '[Bg. 6.47]', '[Bg. 18.66]', '[Bg. 9.30]', '[Bg. 7.15]', '[Bg. 10.2]', '[Bg. 10.8]', '[Bg. 8.19]', '[Bg. 4.9]', '[Bg. 13.9]', '[Bg. 8.15]', '[Bg. 10.34]', '[Bg. 8.15]', '[Bg. 6.47]', '[Bg. 18.55]', '[Bg. 18.55]', '[SB 3.25.21]', '[SB 3.25.25]', '[SB 5.5.1]', '[SB 1.1.1]', '[SB 5.5.1]']]"
/en/library/transcripts/721213bgahm/,"[['[Bg. 7.1]', '[Bg. 6.47]', '[Bg. 4.2]', '[Bg. 4.1]', '[Bg. 4.1]', '[Bg. 10.12]', '[Bg. 7.1]', '[Bg. 6.47]', '[Bg. 6.41]', '[Bg. 7.14]', '[Bg. 7.14]', '[Bg. 5.18]', '[Bg. 18.65]', '[Bg. 18.66]', '[Bg. 10.14]', '[SB 10.14.29]', '[SB 1.2.11]', '[SB 12.13.1]', '[SB 1.7.4]', '[SB 11.2.47]', '[SB 7.5.23]', '[SB 11.2.46]', '[SB 10.12.11]', '[SB 1.2.6]', '[SB 7.5.23]']]"
/en/library/transcripts/721219bgbom/,"[['[Bg. 7.4]', '[Bg. 2.20]', '[Bg. 7.15]', '[Bg. 7.4]', '[Bg. 7.10]', '[Bg. 7.5]', '[Bg. 15.7]', '[Bg. 7.4–5]', '[Bg. 7.6]', '[Bg. 7.6]', '[Bg. 7.6]', '[Bg. 10.8]', '[Bg. 10.8]', '[Bg. 7.19]', '[Bg. 7.19]', '[Bg. 8.16]', '[Bg. 7.19]', '[Bg. 9.13]', '[Bg. 7.19]', '[Bg. 18.66]', '[SB 3.31.1]', '[SB 10.2.32]', '[SB 10.2.32]', '[SB 10.2.32]']]"
/en/library/transcripts/721220lebom/,"[['[Bg. 4.13]', '[Bg. 18.73]', '[Bg. 15.7]', '[Bg. 18.66]', '[Bg. 4.34]', '[SB 1.2.13]', '[SB 1.17.38]', '[SB 10.14.3]', '[SB 1.1.2]']]"
/en/library/transcripts/721226sbbom/,"[['[Bg. 18.42]', '[Bg. 4.13]', '[Bg. 9.26]', '[Bg. 7.8]', '[Bg. 9.26]', '[Bg. 3.27]', '[Bg. 3.27]', '[Bg. 8.6]', '[SB 1.2.8]', '[SB 1.2.8]', '[SB 1.2.13]', '[SB 1.2.13]', '[SB 1.2.8]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 10.84.13]', '[SB 1.2.10]', '[SB 10.14.58]', '[SB 2.1.6]', '[SB 2.1.6]', '[SB 1.1.1]', '[SB 1.2.11]', '[SB 1.2.11]']]"
/en/library/transcripts/721226ndbom/,"[['[Bg. 9.11]', '[Bg. 4.11]', '[Bg. 18.73]', '[Bg. 7.3]', '[Bg. 18.66]', '[Bg. 18.73]', '[SB 1.2.13]']]"
/en/library/transcripts/721227r1bom/,"[['[Bg. 13.9]', '[Bg. 7.16]', '[Bg. 7.16]', '[Bg. 9.30]', '[Bg. 9.30]', '[Bg. 9.25]', '[Bg. 4.9]', '[Bg. 18.66]', '[SB 3.25.21]']]"
/en/library/transcripts/721227ndbom/,"[['[Bg. 10.34]', '[Bg. 2.13]', '[Bg. 2.13]', '[Bg. 18.61]', '[Bg. 6.47]', '[Bg. 7.14]', '[Bg. 9.25]', '[Bg. 14.18]', '[Bg. 18.54]', '[Bg. 18.55]', '[Bg. 18.54]', '[Bg. 14.26]', '[Bg. 14.26]', '[Bg. 2.59]', '[SB 12.13.1]', '[SB 3.31.1]', '[SB 10.84.13]', '[SB 1.2.20]', '[SB 1.2.20]', '[SB 2.10.6]', '[SB 10.2.32]', '[SB 10.2.32]', '[SB 10.2.32]']]"
/en/library/transcripts/721228sbbom/,"[['[Bg. 15.15]', '[Bg. 7.7]', '[Bg. 4.2]', '[Bg. 4.2]', '[Bg. 10.12]', '[Bg. 18.61]', '[Bg. 7.15]', '[Bg. 18.66]', '[Bg. 7.14]', '[Bg. 18.55]', '[SB 1.2.10]', '[SB 1.2.10]', '[SB 11.5.32]', '[SB 1.2.11]', '[SB 1.2.11]', '[SB 1.2.11]', '[SB 1.2.11]', '[SB 1.2.12]', '[SB 1.2.12]', '[SB 1.2.7]', '[SB 10.14.3]', '[SB 10.14.3]', '[SB 1.2.12]']]"
/en/library/transcripts/721228ndbom/,"[['[Bg. 6.41]', '[Bg. 2.40]', '[Bg. 4.11]', '[Bg. 18.61]', '[Bg. 9.25]', '[Bg. 4.9]', '[Bg. 4.9]', '[Bg. 10.12]', '[Bg. 7.14]', '[Bg. 9.25]', '[Bg. 18.55]', '[Bg. 4.9]', '[Bg. 18.55]', '[Bg. 8.17]', '[Bg. 15.6]', '[SB 1.5.17]', '[SB 1.5.17]', '[SB 3.31.1]', '[SB 10.2.32]', '[SB 10.2.32]', '[SB 7.5.30]', '[SB 1.1.1]']]"
/en/library/transcripts/721229sbbom/,[[]]
/en/library/transcripts/721229bgbom/,"[['[Bg. 13.1–2]', '[Bg. 13.2]', '[Bg. 6.21]', '[Bg. 18.55]', '[Bg. 9.30]', '[Bg. 9.13]', '[Bg. 14.4]', '[Bg. 7.28]', '[Bg. 13.2]', '[Bg. 16.23]', '[Bg. 18.61]', '[Bg. 3.42]', '[Bg. 1.21]', '[Bg. 7.3]', '[Bg. 8.6]', '[SB 10.84.13]', '[SB 10.14.29]', '[SB 5.5.1]', '[SB 5.5.1]', '[SB 9.4.18]', '[SB 2.1.2]', '[SB 7.5.23]']]"
/en/library/transcripts/721230r1bom/,"[['[Bg. 13.3]', '[Bg. 9.30]', '[Bg. 9.13]', '[Bg. 7.19]', '[Bg. 7.19]', '[Bg. 9.14]', '[Bg. 10.9]', '[Bg. 9.13]', '[SB 7.5.31]']]"
/en/library/transcripts/721231bgbom/,"[['[Bg. 13.3]', '[Bg. 13.2]', '[Bg. 13.3]', '[Bg. 13.2]', '[Bg. 13.2]', '[Bg. 13.2]', '[Bg. 10.8]', '[Bg. 9.10]', '[Bg. 7.4]', '[Bg. 10.12]', '[Bg. 7.5]', '[Bg. 7.5]', '[Bg. 7.5]', '[Bg. 5.29]', '[Bg. 13.3]', '[Bg. 15.14]', '[Bg. 13.3]', '[Bg. 13.3]', '[Bg. 13.3]', '[Bg. 13.3]', '[Bg. 13.4]', '[SB 1.1.1]', '[SB 7.9.19]']]"
/en/library/transcripts/730101bgbom/,[['[Bg. 7.13]']]
/en/library/transcripts/730101ndbom/,"[['[Bg. 15.1]', '[Bg. 15.1]', '[Bg. 16.8]', '[Bg. 16.1-3]', '[Bg. 16.4]', '[Bg. 16.5]', '[Bg. 16.6]', '[Bg. 16.7]', '[Bg. 16.7]', '[Bg. 16.8]', '[Bg. 16.8]', '[Bg. 9.26]', '[Bg. 4.9]', '[Bg. 18.55]', '[Bg. 18.54]', '[Bg. 13.2]', '[Bg. 15.7]', '[Bg. 18.54]', '[Bg. 5.18]', '[Bg. 18.54]', '[Bg. 9.32]', '[Bg. 14.26]', '[Bg. 14.26]', '[SB 1.1.1]', '[SB 1.1.1]', '[SB 1.1.1]', '[SB 10.12.11]', '[SB 2.4.18]']]"
/en/library/transcripts/730102ndbom/,"[['[Bg. 2.45]', '[Bg. 18.42]', '[Bg. 18.44]', '[Bg. 18.55]', '[Bg. 18.55]', '[Bg. 18.54]', '[Bg. 18.54]', '[Bg. 7.19]', '[Bg. 18.55]', '[Bg. 9.11]', '[Bg. 18.55]', '[Bg. 7.3]', '[Bg. 7.3]', '[Bg. 7.7]', '[Bg. 10.8]', '[Bg. 10.8]', '[Bg. 10.12]', '[Bg. 7.3]', '[Bg. 4.2]', '[Bg. 18.66]', '[Bg. 4.2]', '[Bg. 18.66]', '[Bg. 18.65]', '[Bg. 18.66]', '[Bg. 18.66]', '[Bg. 15.15]', '[SB 5.5.4]', '[SB 5.5.4]', '[SB 10.84.13]', '[SB 5.5.4]', '[SB 2.3.19]', '[SB 10.14.58]', '[SB 5.5.8]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 10.2.32]', '[SB 1.1.2]', '[SB 10.2.32]', '[SB 10.2.32]', '[SB 10.12.11]', '[SB 1.1.1]', '[SB 1.1.2]', '[SB 6.3.19]', '[SB 1.2.8]', '[SB 12.3.51]', '[SB 1.1.10]']]"
/en/library/transcripts/730103bsbom/,"[['[Bg. 10.2]', '[Bg. 10.8]', '[Bg. 10.12]', '[Bg. 7.7]', '[Bg. 10.12]', '[Bg. 10.12]', '[Bg. 11.39]', '[Bg. 7.25]', '[Bg. 7.25]', '[Bg. 7.3]', '[Bg. 4.2]', '[Bg. 4.3]', '[Bg. 7.3]', '[Bg. 9.30]', '[Bg. 9.30]', '[Bg. 7.20]', '[Bg. 15.15]', '[Bg. 4.3]', '[Bg. 4.1]', '[Bg. 4.2]', '[Bg. 6.47]', '[Bg. 6.34]', '[SB 1.1.1]', '[SB 2.9.33/34/35/36]', '[SB 1.1.1]', '[SB 1.1.1]', '[SB 1.3.28]', '[SB 1.1.1]', '[SB 6.3.20]', '[SB 9.4.18]', '[SB 12.3.52]', '[SB 12.3.52]', '[SB 12.13.1]']]"
/en/library/transcripts/730104ndbom/,"[['[Bg. 14.4]', '[Bg. 18.54]', '[Bg. 5.18]', '[Bg. 5.18]', '[Bg. 5.29]', '[Bg. 7.8]', '[Bg. 7.8]', '[Bg. 15.7]', '[Bg. 3.13]', '[Bg. 7.14]', '[Bg. 7.14]', '[Bg. 10.8]', '[Bg. 18.61]', '[Bg. 18.54]', '[Bg. 2.13]', '[Bg. 2.20]', '[Bg. 9.33]', '[Bg. 9.32]', '[Bg. 18.61]', '[Bg. 9.25]', '[Bg. 4.9]', '[SB 3.25.21]', '[SB 4.31.14]', '[SB 7.5.23]', '[SB 1.1.1]', '[SB 1.2.8]', '[SB 7.5.31]', '[SB 1.2.6]', '[SB 12.13.1]', '[SB 3.31.1]']]"
/en/library/transcripts/730105ndbom/,"[['[Bg. 7.14]', '[Bg. 18.42]', '[Bg. 14.26]', '[Bg. 7.23]', '[Bg. 8.17]', '[Bg. 15.6]', '[Bg. 8.16]', '[Bg. 8.15]', '[Bg. 7.25]', '[Bg. 4.3]', '[Bg. 15.15]', '[Bg. 11.33]', '[Bg. 7.3]', '[SB 7.5.23]', '[SB 7.5.23]', '[SB 5.18.12]', '[SB 9.4.18]']]"
/en/library/transcripts/730106ndbom/,"[['[Bg. 2.13]', '[Bg. 8.15]', '[Bg. 8.15]', '[Bg. 4.34]', '[Bg. 18.66]', '[Bg. 3.27]', '[Bg. 9.10]', '[Bg. 7.14]', '[Bg. 4.9]', '[SB 5.5.8]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 10.84.13]', '[SB 7.5.31]', '[SB 1.2.8]', '[SB 1.2.8]', '[SB 7.5.31]', '[SB 7.5.31]', '[SB 7.5.31]', '[SB 7.5.30]', '[SB 7.5.30]', '[SB 7.5.32]', '[SB 10.14.3]', '[SB 2.3.10]', '[SB 10.88.8]', '[SB 1.8.26]']]"
/en/library/transcripts/730107ndbom/,"[['[Bg. 18.69]', '[Bg. 7.15]', '[Bg. 7.15]', '[Bg. 3.42]', '[Bg. 6.21]', '[Bg. 13.9]', '[Bg. 13.9]', '[Bg. 4.9]', '[Bg. 18.65]', '[Bg. 18.65]', '[Bg. 18.66]', '[Bg. 7.14]', '[Bg. 10.8]', '[Bg. 15.7]', '[SB 7.5.23]', '[SB 9.4.18]', '[SB 5.5.1]', '[SB 5.5.1]', '[SB 10.2.32]', '[SB 10.2.32]', '[SB 10.2.32]', '[SB 1.2.13]']]"
/en/library/transcripts/730108sbbom/,[['[SB 1.2.6]']]
/en/library/transcripts/730108ndbom/,"[['[Bg. 15.15]', '[Bg. 18.65]', '[Bg. 12.5]', '[Bg. 7.19]', '[Bg. 9.11]', '[Bg. 3.14]', '[SB 3.25.25]', '[SB 3.25.25]', '[SB 3.25.25]', '[SB 1.3.28]', '[SB 3.25.25]', '[SB 3.25.25]', '[SB 3.25.25]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 1.1.2]', '[SB 1.2.11]', '[SB 11.5.32]']]"
/en/library/transcripts/730110ndbom/,"[['[Bg. 6.21]', '[Bg. 4.6]', '[Bg. 3.27]', '[Bg. 13.22]', '[Bg. 2.20]', '[Bg. 9.11]', '[Bg. 10.10]', '[SB 7.5.31]', '[SB 1.2.20]', '[SB 1.2.17]', '[SB 1.5.11]', '[SB 1.5.10]', '[SB 1.5.11]', '[SB 1.2.17]', '[SB 7.5.23]', '[SB 3.25.25]', '[SB 3.25.25]', '[SB 1.2.17]', '[SB 10.14.3]']]"
/en/library/transcripts/730111ndbom/,"[['[Bg. 18.66]', '[Bg. 18.65]', '[Bg. 9.11]', '[Bg. 9.26]', '[Bg. 18.65]', '[Bg. 9.14]', '[Bg. 9.13]', '[Bg. 18.65]', '[Bg. 2.2]', '[Bg. 2.7]', '[Bg. 2.11]', '[Bg. 2.13]', '[Bg. 4.11]', '[Bg. 18.66]', '[Bg. 2.13]', '[Bg. 9.25]', '[Bg. 9.25]', '[Bg. 8.16]', '[SB 1.2.10]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 7.9.45]', '[SB 1.2.9]', '[SB 1.2.10]', '[SB 1.2.10]', '[SB 1.2.10]', '[SB 7.9.45]', '[SB 1.2.17]', '[SB 7.5.31]', '[SB 2.3.10]']]"
/en/library/transcripts/730112sbbom/,"[['[Bg. 15.7]', '[Bg. 15.7]', '[Bg. 10.42]', '[Bg. 10.42]', '[Bg. 18.61]', '[Bg. 9.32]', '[Bg. 14.26]', '[Bg. 14.26]', '[Bg. 7.27]', '[Bg. 13.22]', '[Bg. 15.7]', '[Bg. 15.15]', '[Bg. 15.7]', '[Bg. 7.20]', '[Bg. 7.7]', '[Bg. 10.8]', '[Bg. 10.2]', '[Bg. 6.41]', '[Bg. 2.40]', '[SB 12.13.18]', '[SB 1.1.1]', '[SB 1.2.11]', '[SB 1.4.25]', '[SB 5.5.1]', '[SB 1.2.6]', '[SB 7.5.31]', '[SB 1.1.1]']]"
/en/library/transcripts/730113bgbom/,"[['[Bg. 7.1]', '[Bg. 5.29]', '[Bg. 7.1]', '[Bg. 7.3]', '[Bg. 6.47]', '[Bg. 10.8]', '[Bg. 10.2]', '[Bg. 4.7]', '[Bg. 18.66]', '[Bg. 4.1]', '[Bg. 4.2]', '[Bg. 4.1]', '[Bg. 4.2]', '[Bg. 9.30]', '[Bg. 18.66]', '[Bg. 18.66]', '[Bg. 18.66]', '[Bg. 18.66]', '[Bg. 10.8]', '[Bg. 2.13]', '[Bg. 18.61]', '[SB 1.3.28]', '[SB 9.4.18]', '[SB 6.3.19]', '[SB 3.25.21]', '[SB 4.31.14]', '[SB 1.2.8]', '[SB 3.31.1]']]"
/en/library/transcripts/730114sbbom/,"[['[Bg. 5.18]', '[Bg. 5.18]', '[Bg. 18.54]', '[Bg. 9.11]', '[Bg. 15.15]', '[Bg. 15.7]', '[Bg. 8.19]', '[Bg. 8.20]', '[Bg. 8.17]', '[Bg. 2.20]', '[Bg. 2.13]', '[Bg. 13.2]', '[Bg. 18.61]', '[Bg. 15.15]', '[Bg. 10.12]', '[Bg. 5.18]', '[Bg. 5.18]', '[Bg. 15.7]', '[Bg. 14.4]', '[Bg. 7.15]', '[Bg. 18.66]', '[Bg. 5.18]', '[Bg. 5.18]', '[SB 1.3.28]', '[SB 4.30.20]']]"
/en/library/transcripts/730125ndcal/,"[['[Bg. 18.42]', '[Bg. 9.32]', '[Bg. 18.46]', '[Bg. 7.14]', '[Bg. 7.23]', '[Bg. 3.13]', '[Bg. 18.5]', '[Bg. 18.5]', '[SB 5.5.4]', '[SB 1.2.13]', '[SB 2.1.35]', '[SB 7.5.23]', '[SB 12.3.51]', '[SB 7.5.31]']]"
/en/library/transcripts/730126incal/,"[['[Bg. 2.59]', '[Bg. 6.1]', '[Bg. 2.2]', '[Bg. 18.73]', '[Bg. 6.1]', '[Bg. 2.65]', '[Bg. 3.13]', '[Bg. 18.66]', '[SB 6.17.28]', '[SB 6.17.28]', '[SB 6.17.28]', '[SB 11.23.57]', '[SB 4.31.14]']]"
/en/library/transcripts/730127bgcal/,"[['[Bg. 7.1]', '[Bg. 1.21]', '[Bg. 7.1]', '[Bg. 7.1]', '[Bg. 4.13]', '[Bg. 4.13]', '[Bg. 13.22]', '[Bg. 14.26]', '[Bg. 6.47]', '[Bg. 18.61]', '[Bg. 10.12]', '[Bg. 2.13]', '[Bg. 2.20]', '[Bg. 7.1]', '[Bg. 18.55]', '[Bg. 7.3]', '[Bg. 18.54]', '[Bg. 18.54]', '[Bg. 5.18]', '[Bg. 18.54]', '[Bg. 18.55]', '[Bg. 14.4]', '[Bg. 4.7]', '[Bg. 4.8]', '[Bg. 18.66]', '[Bg. 10.8]', '[Bg. 10.8]', '[SB 12.13.1]', '[SB 4.31.14]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 7.6.1]', '[SB 1.2.20]', '[SB 7.5.23]', '[SB 1.1.2]', '[SB 6.3.19]', '[SB 12.3.51]', '[SB 1.2.8]', '[SB 1.1.1]']]"
/en/library/transcripts/730127ndcal/,"[['[Bg. 3.21]', '[SB 1.2.6]']]"
/en/library/transcripts/730128ndcal/,"[['[Bg. 18.54]', '[Bg. 18.54]', '[Bg. 18.54]', '[Bg. 14.26]', '[Bg. 9.32]', '[Bg. 18.66]', '[SB 7.5.23]', '[SB 7.5.31]', '[SB 7.5.23]', '[SB 7.5.23]', '[SB 12.3.51]', '[SB 1.2.20]', '[SB 1.2.20]', '[SB 7.5.23]', '[SB 1.2.20]', '[SB 7.5.5]', '[SB 7.5.5]', '[SB 7.5.5]']]"
/en/library/transcripts/730129lecal/,"[['[Bg. 18.65]', '[Bg. 7.7]', '[Bg. 18.66]', '[Bg. 18.44]', '[Bg. 4.13]', '[SB 1.2.6]', '[SB 1.3.28]', '[SB 1.1.1]', '[SB 5.5.1]', '[SB 5.5.1]', '[SB 1.2.8]', '[SB 1.2.13]', '[SB 1.2.13]', '[SB 1.5.18]', '[SB 1.5.18]']]"
/en/library/transcripts/730130lecal/,"[['[Bg. 4.13]', '[Bg. 18.42]', '[Bg. 18.46]', '[Bg. 3.9]', '[Bg. 2.13]', '[Bg. 2.20]', '[Bg. 15.7]', '[Bg. 6.47]', '[Bg. 4.9]', '[Bg. 4.9]', '[Bg. 3.8]', '[Bg. 7.8]', '[Bg. 6.47]', '[Bg. 18.54]', '[Bg. 18.54]', '[Bg. 18.66]', '[Bg. 8.15]', '[Bg. 8.15]', '[Bg. 4.9]', '[Bg. 18.63]', '[Bg. 7.14]', '[Bg. 8.15]', '[Bg. 18.63]', '[Bg. 15.15]', '[SB 1.2.13]', '[SB 1.2.8]', '[SB 1.2.13]', '[SB 10.14.3]', '[SB 1.5.18]', '[SB 1.2.8]', '[SB 7.6.1]', '[SB 2.10.6]', '[SB 4.31.14]', '[SB 5.18.12]', '[SB 5.5.5]']]"
/en/library/transcripts/730130ndcal/,"[['[Bg. 7.28]', '[Bg. 10.12]', '[Bg. 2.59]', '[Bg. 9.22]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 1.1.2]', '[SB 1.1.2]', '[SB 1.1.2]', '[SB 3.27.23]', '[SB 3.4.15]', '[SB 4.8.41, Cc. Ādi 1.90]', '[SB 4.9.10]']]"
/en/library/transcripts/730131lecal/,"[['[Bg. 2.13]', '[Bg. 2.13]', '[Bg. 4.9]', '[Bg. 3.27]', '[Bg. 9.25]', '[Bg. 4.9]', '[Bg. 4.9]', '[SB 10.84.13]', '[SB 10.84.13]', '[SB 10.84.13]', '[SB 1.2.6]']]"
/en/library/transcripts/730131ndcal/,"[['[Bg. 9.14]', '[Bg. 13.5]', '[Bg. 16.23]', '[Bg. 16.23]', '[Bg. 10.8]', '[Bg. 10.2]', '[SB 4.20.21]', '[SB 1.1.2]', '[SB 5.14.43]', '[SB 6.11.23]', '[SB 6.18.52]', '[SB 7.5.31]', '[SB 7.6.23]', '[SB 2.3.10]', '[SB 2.3.10]', '[SB 7.8.39]', '[SB 8.13.20]', '[SB 9.4.49]', '[SB 10.16.33]']]"
